--> [LOG] Graph converted to simple and bidirected (undirected).

========================================
GCN SPEED TEST: ogbn-products_local_top50_eigen.dgl
Nodes: 2449029 | Edges: 34705249
========================================
Starting training on cuda...
Epoch 000 | Loss 1.3026 | Val Acc: 0.8522 | Test Acc: 0.6460 | Time: 5.3754s
Epoch 031 | Loss 0.3722 | Val Acc: 0.8925 | Test Acc: 0.6566 | Time: 5.2729s
Epoch 032 | Loss 0.3726 | Val Acc: 0.8903 | Test Acc: 0.6539 | Time: 5.2611s
Epoch 033 | Loss 0.3744 | Val Acc: 0.8857 | Test Acc: 0.6538 | Time: 5.2433s
Epoch 034 | Loss 0.4006 | Val Acc: 0.8759 | Test Acc: 0.6365 | Time: 5.2574s
Epoch 035 | Loss 0.4288 | Val Acc: 0.8805 | Test Acc: 0.6472 | Time: 5.2686s
Epoch 036 | Loss 0.3989 | Val Acc: 0.8909 | Test Acc: 0.6538 | Time: 5.2480s
Epoch 037 | Loss 0.3689 | Val Acc: 0.8923 | Test Acc: 0.6520 | Time: 5.2434s
Epoch 038 | Loss 0.3660 | Val Acc: 0.8926 | Test Acc: 0.6544 | Time: 5.2489s
Epoch 039 | Loss 0.3654 | Val Acc: 0.8889 | Test Acc: 0.6540 | Time: 5.1650s
Epoch 040 | Loss 0.3697 | Val Acc: 0.8897 | Test Acc: 0.6462 | Time: 5.2540s
Epoch 041 | Loss 0.3729 | Val Acc: 0.8772 | Test Acc: 0.6434 | Time: 5.2051s
Epoch 042 | Loss 0.4111 | Val Acc: 0.8884 | Test Acc: 0.6481 | Time: 5.2460s
Epoch 043 | Loss 0.3790 | Val Acc: 0.8919 | Test Acc: 0.6606 | Time: 5.2046s
Epoch 044 | Loss 0.3673 | Val Acc: 0.8906 | Test Acc: 0.6500 | Time: 5.3059s
Epoch 045 | Loss 0.3620 | Val Acc: 0.8896 | Test Acc: 0.6481 | Time: 5.2485s
Epoch 046 | Loss 0.3588 | Val Acc: 0.8911 | Test Acc: 0.6518 | Time: 5.2682s
Epoch 047 | Loss 0.3662 | Val Acc: 0.8899 | Test Acc: 0.6478 | Time: 5.1393s
Epoch 048 | Loss 0.3664 | Val Acc: 0.8949 | Test Acc: 0.6566 | Time: 5.2048s
Epoch 049 | Loss 0.3614 | Val Acc: 0.8946 | Test Acc: 0.6559 | Time: 5.2553s

TOTAL TRAINING TIME: 877.3157s
BEST VAL ACCURACY: 0.8949
TEST ACCURACY (at best val): 0.6566
