Done loading data from cached files.
--> [LOG] Graph converted to simple and bidirected (undirected).

========================================
GCN SPEED TEST: yelp_local_top50_eigen.dgl
Nodes: 45954 | Edges: 1112996
========================================
Starting training on cuda...
Epoch 000 | Loss 0.4904 | Val Acc: 0.8583 | Test Acc: 0.8586 | Time: 0.4858s
Epoch 033 | Loss 0.4083 | Val Acc: 0.8583 | Test Acc: 0.8587 | Time: 0.1879s
Epoch 034 | Loss 0.4094 | Val Acc: 0.8585 | Test Acc: 0.8587 | Time: 0.1868s
Epoch 035 | Loss 0.4089 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.1865s
Epoch 036 | Loss 0.4087 | Val Acc: 0.8590 | Test Acc: 0.8587 | Time: 0.1943s
Epoch 037 | Loss 0.4082 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.2203s
Epoch 038 | Loss 0.4070 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.2201s
Epoch 039 | Loss 0.4099 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.2221s
Epoch 040 | Loss 0.4072 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.2221s
Epoch 041 | Loss 0.4059 | Val Acc: 0.8585 | Test Acc: 0.8587 | Time: 0.2199s
Epoch 042 | Loss 0.4081 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.2202s
Epoch 043 | Loss 0.4096 | Val Acc: 0.8592 | Test Acc: 0.8587 | Time: 0.2202s
Epoch 044 | Loss 0.4064 | Val Acc: 0.8588 | Test Acc: 0.8587 | Time: 0.2222s
Epoch 045 | Loss 0.4084 | Val Acc: 0.8585 | Test Acc: 0.8587 | Time: 0.2189s
Epoch 046 | Loss 0.4063 | Val Acc: 0.8592 | Test Acc: 0.8585 | Time: 0.2204s
Epoch 047 | Loss 0.4068 | Val Acc: 0.8594 | Test Acc: 0.8587 | Time: 0.2201s
Epoch 048 | Loss 0.4051 | Val Acc: 0.8585 | Test Acc: 0.8587 | Time: 0.2198s
Epoch 049 | Loss 0.4086 | Val Acc: 0.8594 | Test Acc: 0.8587 | Time: 0.2198s

TOTAL TRAINING TIME: 14.0552s
BEST VAL ACCURACY: 0.8594
TEST ACCURACY (at best val): 0.8587
